call_id,original_audio_file,source,duration_seconds,total_words,agent_words,customer_words,other_words,agent_talk_time_seconds,customer_talk_time_seconds,other_talk_time_seconds,talk_ratio_agent,num_speakers,has_other_speaker,roles_detected,num_utterances,mean_confidence,is_rpc,ptp_logrado,num_objeciones,num_objeciones_resueltas,alternativas_ofrecidas,tono_predominante_agente,peticiones_aclaracion_cliente,justificacion_breve,claridad_mensaje,tasa_resolucion_objeciones,duracion_total_segundos,talk_ratio_agente
ia_03,12fb0266-c7af-4439-b62b-e9ce0c2e947f.wav,ia,472.48,911,517,394,0,171.74,157.51,0.0,0.3635,2,False,"Agente, Cliente",128,0.9425,True,False,6,0,3,empatico_profesional,0,"El agente confirmó que hablaba con la titular, pero el cliente nunca aceptó un pago ni plan; expresó varias objeciones (falta de dinero, situación médica, imposibilidad de cuota) que no fueron resueltas; se ofrecieron descuento, pago único y acuerdo a largo plazo; el tono fue empático y profesional; el cliente no solicitó aclaraciones.",1.0,0.0,472.48,0.3635
ia_04,19b3eddf-e2d6-4b68-befc-bdb10a10719a.wav,ia,92.1,182,13,155,14,4.48,46.12,6.72,0.0486,3,True,"Agente, Cliente, Otro",20,0.9521,False,False,0,0,2,rigido_robotico,0,"No se confirmó la identidad del titular, no hubo compromiso de pago, no se registraron objeciones ni peticiones de aclaración; el agente ofreció descuento y opción de pago en cuotas, pero su tono fue monótono y scriptado.",1.0,,92.1,0.0486
ia_05,1a132947-7135-429f-ba15-825ac02ba601.wav,ia,434.46,844,588,256,0,201.51,89.64,0.0,0.4638,2,False,"Agente, Cliente",111,0.9447,True,False,3,1,2,neutro_formal,3,"El agente confirmó que hablaba con el titular (se dirige a Sr. Vallejo) y el cliente respondió, por lo que se considera contacto correcto. No se obtuvo un compromiso explícito de pago del monto acordado, solo una posible fecha, por lo que ptp es false. Se identificaron tres objeciones (duda sobre la tarjeta, contraoferta de 2 M y problema de fecha), una de ellas (fecha) fue atendida y aceptada. El agente ofreció descuento y aplazamiento, dos alternativas. Su tono fue mayormente formal y protocolario. Hubo tres solicitudes de aclaración por parte del cliente.",0.25,0.3333,434.46,0.4638
ia_06,239a604a-3b58-445a-bfb4-88113ba4f232.wav,ia,67.16,143,83,60,0,24.72,11.28,0.0,0.3681,2,False,"Agente, Cliente",17,0.9641,False,False,1,0,0,neutro_formal,0,"El interlocutor no es el titular de la deuda, por lo que no se logra contacto con la parte responsable ni se acuerda pago; solo se registra una objeción (no es el deudor) que no se resuelve y el agente mantiene un tono formal sin ofrecer alternativas.",1.0,0.0,67.16,0.3681
ia_07,293e667b-63e6-43e4-a811-06249526467a.wav,ia,90.82,174,120,54,0,42.63,21.92,0.0,0.4694,2,False,"Agente, Cliente",26,0.9299,False,False,2,0,1,neutro_formal,0,"El agente habló con la persona cuyo nombre se menciona, pero el cliente niega ser el deudor, por lo que no se confirma titularidad. No se obtuvo promesa de pago. El cliente expresó dos objeciones (negación de deuda y falta de recuerdo) que no fueron resueltas. Solo se ofreció una alternativa (descuento y pago único). El tono fue protocolario y sin carga emocional, y no hubo peticiones de aclaración por parte del cliente.",1.0,0.0,90.82,0.4694
ia_08,3056dcb7-265d-42d8-a3c6-8bb2200860de.wav,ia,222.88,384,377,7,0,127.68,2.64,0.0,0.5729,2,False,"Agente, Cliente",60,0.9486,True,True,0,0,2,neutro_formal,0,"El cliente confirmó su identidad y aceptó el descuento y el pago único antes del 13 de agosto, sin expresar objeciones ni solicitar aclaraciones; el agente siguió un guion formal sin mostrar empatía marcada ni rigidez excesiva, ofreciendo dos alternativas (descuento y pago en una cuota).",1.0,,222.88,0.5729
ia_09,3147bab7-9e7f-496d-ae97-52b280194924.wav,ia,201.42,574,89,485,0,27.44,138.31,0.0,0.1362,2,False,"Agente, Cliente",35,0.9379,False,False,12,0,0,empatico_profesional,0,"El cliente niega ser el deudor, por lo que no hay contacto con la parte correcta; no se obtuvo promesa de pago, se registraron múltiples objeciones sobre la equivocación del número y el agente solo ofreció retirar el número, sin presentar alternativas de pago.",1.0,0.0,201.42,0.1362
ia_10,32616618-6ce3-484f-a1d9-c014394a3492.wav,ia,66.6,84,84,0,0,29.52,0.0,0.0,0.4432,1,False,Agente,15,0.9106,False,False,0,0,0,rigido_robotico,0,"No se confirmó contacto con el titular, no hubo promesa de pago, no se observaron objeciones ni aclaraciones del cliente, y el agente solo siguió un guion sin ofrecer alternativas, adoptando un tono monótono y rígido.",1.0,,66.6,0.4432
ia_11,3350acd3-f649-47c8-adf6-ce1c08312d8f.wav,ia,185.06,318,246,59,13,83.47,23.33,4.4,0.451,4,True,"Agente, Cliente, Otro",45,0.9252,True,True,0,0,1,neutro_formal,0,"Se confirmó que el interlocutor es el titular, el cliente aceptó el pago único con descuento, no hubo objeciones ni peticiones de aclaración, el agente ofreció un descuento como única alternativa y mantuvo un tono neutro y formal.",1.0,,185.06,0.451
ia_12,355812a5-2733-46fb-a2d3-5b388817fef4.wav,ia,295.56,385,385,0,0,130.07,0.0,0.0,0.4401,1,False,Agente,46,0.9684,False,False,0,0,2,rigido_robotico,0,"No se obtuvo respuesta del cliente, por lo tanto no se confirmó titularidad ni se logró promesa de pago; no hubo objeciones ni aclaraciones y el agente mantuvo un guion rígido ofreciendo descuento y opciones de pago.",1.0,,295.56,0.4401
ia_13,3a02fcc2-2285-4d18-9fca-d8507ee15b7f.wav,ia,314.22,709,600,109,0,183.35,36.15,0.0,0.5835,2,False,"Agente, Cliente",74,0.9479,False,False,2,1,1,neutro_formal,0,"El cliente no es el titular de la deuda y no se obtuvo promesa de pago; se registraron dos objeciones (no es el deudor y no puede dar hora exacta), una fue gestionada mediante reprogramación; el agente ofreció un descuento único como única alternativa y mantuvo tono formal.",1.0,0.5,314.22,0.5835
ia_14,3df056d8-c16b-4665-bc8b-4c1456ed8592.wav,ia,107.28,241,220,21,0,65.26,8.56,0.0,0.6083,2,False,"Agente, Cliente",32,0.9326,False,False,1,0,1,empatico_profesional,2,"No se confirmó la identidad del titular, por lo que is_rpc es false; no hubo compromiso de pago, ptp_logrado false; el cliente expresó una única objeción (falta de trabajo) sin que el agente la resolviera, por eso 1 objeción y 0 resueltas; el agente ofreció un descuento del 7% como única alternativa de negociación; su tono fue empático y profesional; el cliente pidió aclaraciones dos veces (¿de parte de quién? y ¿con quién hablo?).",0.3333,0.0,107.28,0.6083
ia_15,3e8b2986-1ff4-4f4a-9554-c8b122601a03.wav,ia,156.08,237,237,0,0,82.78,0.0,0.0,0.5304,1,False,Agente,30,0.9496,False,False,0,0,0,neutro_formal,0,"No se obtuvo respuesta del cliente; no se confirmó titularidad, no hubo objeciones ni promesas de pago, el agente solo presentó información sin ofrecer alternativas concretas y mantuvo un tono formal y protocolario.",1.0,,156.08,0.5304
ia_16,41269351-a58b-42bf-8486-151c5aa3a4e2.wav,ia,100.36,141,0,0,141,0.0,0.0,46.64,0.0,2,True,Otro,12,0.9854,False,False,0,0,0,rigido_robotico,0,"La llamada solo contiene mensajes automáticos sin respuesta del cliente; no se confirma contacto con el titular, no hay promesas de pago, objeciones, alternativas ni peticiones de aclaración, y el tono es monótono y scriptado.",1.0,,100.36,0.0
ia_17,449d76a1-4755-4f78-afa8-00d57922d108.wav,ia,439.72,912,708,204,0,218.71,77.06,0.0,0.4974,2,False,"Agente, Cliente",98,0.9408,True,True,4,4,3,empatico_profesional,0,"El cliente confirmó ser el titular, aceptó pagar en dos cuotas con fecha definida, expresó varias objeciones sobre falta de dinero y tiempo que fueron atendidas con descuento, cuotas y aplazamiento; el agente mostró empatía y ofreció tres alternativas (descuento, cuotas, aplazamiento); tono empático‑profesional; no hubo peticiones de aclaración.",1.0,1.0,439.72,0.4974
ia_18,589afa5a-4b51-4018-a4e8-e219fdf3548f.wav,ia,104.5,296,216,70,10,62.02,18.33,4.4,0.5935,3,True,"Agente, Cliente, Otro",23,0.9318,False,False,0,0,1,neutro_formal,2,"El interlocutor se identifica explícitamente como un hombre ('Habla con un hombre, no habla con una mujer'), negando ser la titular de la deuda (Señora Aragón). Por lo tanto, no se confirma el contacto con la parte correcta (RPC). No se logran objeciones ni promesas de pago. El agente ofrece una alternativa de descuento/propuesta de pago, pero la llamada termina sin acuerdo.",0.3333,,104.5,0.5935
ia_19,5a16e288-5bc6-45a0-845b-8034f62ce376.wav,ia,297.66,698,270,418,10,90.73,99.86,4.08,0.3048,3,True,"Agente, Cliente, Otro",58,0.9335,True,False,2,0,1,empatico_profesional,1,"Se confirma contacto con el titular (is_rpc). El cliente expresa objeciones fuertes sobre la tasa de interés y la falta de abono a capital, y rechaza firmemente el pago ('no voy a pagar un peso más'), por lo que no se logra PTP. El agente ofrece una alternativa con descuento del 7% (alternativas_ofrecidas=1) pero no logra resolver la objeción principal del cliente. El tono del agente es empático y profesional, validando la molestia del cliente. Se registra una petición de aclaración cuando el cliente pregunta '¿Cuál es el descuento?'. ",0.5,0.0,297.66,0.3048
ia_20,631a4d16-0c07-4215-9476-ff9c8179413a.wav,ia,239.38,242,242,0,0,72.05,0.0,0.0,0.301,1,False,Agente,40,0.803,True,True,0,0,2,neutro_formal,0,"Se confirma contacto con la titular (Señora Hernández). El cliente acepta la propuesta de descuento y la opción de pago en una sola cuota, estableciendo una fecha límite, lo que constituye un PTP. Se ofrecieron dos opciones de pago (cuotas vs. cuota única) y un descuento. No se registran objeciones ni peticiones de aclaración explícitas por parte del cliente en la transcripción proporcionada.",1.0,,239.38,0.301
ia_21,64a627ae-0339-4595-a414-21ed0c641d16.wav,ia,99.42,147,96,0,51,32.28,0.0,21.17,0.3246,2,True,"Agente, Otro",14,0.9831,False,False,0,0,0,rigido_robotico,0,"El agente no logró contactar al titular; la llamada fue desviada a un sistema de grabación automatizado, no se presentaron objeciones ni ofertas, y el tono fue rígido y monótono al repetir el guion sin interacción.",1.0,,99.42,0.3246
ia_22,66c23ff9-4946-4870-8e67-850dac6526ef.wav,ia,94.36,191,191,0,0,64.41,0.0,0.0,0.6827,1,False,Agente,28,0.9557,False,False,0,0,2,neutro_formal,0,"La transcripción solo registra al agente hablando; no hay respuesta audible del cliente ni confirmación de identidad (Right Party Contact). El agente ofrece un descuento del 5% y la opción de pagar en 2 cuotas, pero la llamada termina sin respuesta del deudor, por lo que no se logra un compromiso de pago (PTP).",1.0,,94.36,0.6827
ia_23,673f40d5-c6de-4cec-8c52-ad89b8382f38.wav,ia,344.7,797,552,245,0,172.29,86.23,0.0,0.4998,2,False,"Agente, Cliente",74,0.9703,True,False,1,0,2,empatico_profesional,2,"Se confirma contacto con el titular (RPC). El cliente rechaza la propuesta inicial citando desempleo como única objeción. El agente ofrece dos alternativas (descuento con cuotas y acuerdo de largo plazo), pero el cliente no se compromete a pagar (sin PTP). El tono del agente es empático y profesional, mostrando comprensión ante la situación del cliente. El cliente solicita aclaración sobre la identidad del agente al inicio de la llamada.",0.3333,0.0,344.7,0.4998
ia_24,6d1ee3b1-3436-47ec-9754-f4b7f4048889.wav,ia,403.36,1024,870,154,0,256.49,46.64,0.0,0.6359,2,False,"Agente, Cliente",71,0.9439,True,False,3,0,2,neutro_formal,2,"Se confirma contacto con el titular (RPC). El cliente expresa objeciones por inconsistencia en montos anteriores y falta de liquidez (solo tiene 300k). El agente ofrece descuento del 20% y luego un plan de cuotas sin descuento, pero el cliente rechaza ambas opciones y no se compromete a pagar (no PTP). El tono es formal y protocolario, aunque algo repetitivo. El cliente pide aclaración sobre el monto de la cuota al final.",0.3333,0.0,403.36,0.6359
ia_25,6d26bb76-d3ae-4890-83df-f5dcb0ef339d.wav,ia,454.06,1298,742,556,0,204.73,158.98,0.0,0.4509,2,False,"Agente, Cliente",79,0.9473,True,False,3,0,2,neutro_formal,0,"Se confirma contacto con el titular (is_rpc). El cliente rechaza la propuesta actual por considerarla demasiado alta y no se compromete a pagar en la fecha acordada, sino que solicita una nueva llamada para el futuro (ptp_logrado: false). El cliente expresa objeciones sobre el monto y la inconsistencia con una oferta anterior. El agente ofrece dos alternativas: pago único con descuento y un acuerdo de largo plazo sin descuento, pero ninguna fue aceptada para cerrar el pago hoy.",1.0,0.0,454.06,0.4509
ia_26,6d8d8dbe-b501-4303-b864-9dc24119df5c.wav,ia,112.82,178,178,0,0,58.36,0.0,0.0,0.5173,1,False,Agente,25,0.9041,False,False,0,0,2,rigido_robotico,0,"No se detectó al cliente ni confirmación de titular; no hubo promesa de pago ni objeciones. El agente solo recita un guion ofreciendo descuento y acuerdo de pago, con tono monótono y sin adaptación.",1.0,,112.82,0.5173
ia_27,7350b21e-cea7-4a3d-9603-9ec53b47843e.wav,ia,68.58,83,83,0,0,31.36,0.0,0.0,0.4573,1,False,Agente,19,0.9422,False,False,0,0,0,confrontativo,0,"La transcripción solo registra al agente (Hablante 0) y no hay respuesta audible del cliente ni confirmación de identidad. El agente utiliza lenguaje intimidante ('proceso legal', 'embargos') y termina con una expresión grosera ('mamian'), indicando un tono confrontativo y falta de contacto efectivo con el titular.",1.0,,68.58,0.4573
ia_28,79c5d6ae-0a3b-4b2a-8771-882e2b02cf95.wav,ia,561.58,1369,747,622,0,224.73,194.27,0.0,0.4002,2,False,"Agente, Cliente",112,0.9316,True,False,3,0,2,empatico_profesional,4,"Se confirma contacto con el titular (is_rpc). El cliente expresa objeciones por falta de liquidez y desconfianza por la gestión anterior. El agente ofrece dos alternativas: pago único con descuento y plan de cuotas sin descuento. Sin embargo, no se logra un compromiso de pago (PTP) concreto, ya que el cliente solicita ser recontactado al día siguiente para presentar su propia propuesta, por lo que ptp_logrado es false.",0.2,0.0,561.58,0.4002
ia_29,7a59be10-fc3c-423b-8619-a13aac8ffea3.wav,ia,60.32,66,66,0,0,21.54,0.0,0.0,0.357,1,False,Agente,11,0.9535,False,False,0,0,0,neutro_formal,0,"La transcripción solo registra la voz del agente (Hablante 0) durante 60 segundos. No hay respuesta del cliente, por lo que no se confirma el contacto con el titular (RPC), no se logran compromisos de pago ni se registran interacciones dialógicas.",1.0,,60.32,0.357
ia_30,7c826b7f-a4cb-44ce-9461-533e1368ce1d.wav,ia,320.04,617,512,105,0,183.9,36.24,0.0,0.5746,2,False,"Agente, Cliente",73,0.952,True,True,0,0,2,neutro_formal,2,"Se confirma contacto con el titular (Señor Fry/Fray). El cliente acepta un plan de pago de 3 cuotas con descuento, logrando un PTP. No se registran objeciones de impago, solo preguntas de aclaración sobre las fechas y el canal de verificación. El agente ofrece flexibilidad en el número de cuotas (1, 2 o 3) y en las fechas de pago.",0.3333,,320.04,0.5746
ia_31,7dc52408-8aff-4ac6-bf04-620f378132fe.wav,ia,118.68,157,157,0,0,51.64,0.0,0.0,0.4352,1,False,Agente,20,0.9508,False,False,0,0,0,neutro_formal,0,"La transcripción solo registra al agente (Hablante 0). No hay respuesta audible del cliente ni confirmación de identidad (RPC). Las frases atribuidas al agente como 'Es que ahorita no tengo tiempo' y 'No' parecen ser errores de transcripción o eco, pero dado que no se detecta un segundo hablante, no se puede confirmar contacto con el titular ni se registran objeciones válidas ni acuerdos.",1.0,,118.68,0.4352
ia_32,7df4a150-5c74-4f8a-9b13-88635ce35f92.wav,ia,131.1,284,284,0,0,89.51,0.0,0.0,0.6828,1,False,Agente,34,0.9692,True,False,0,0,1,neutro_formal,2,"Se confirma contacto con el titular (is_rpc). El cliente no se compromete a pagar (ptp_logrado=false) ya que la llamada termina antes de aceptar una opción. No se registran objeciones formales de impago, solo confusión sobre el descuento. El agente ofrece una alternativa de pago en cuotas (alternativas_ofrecidas=1). El cliente pide aclaración dos veces sobre el descuento (peticiones_aclaracion_cliente=2). El tono es protocolario y directo.",0.3333,,131.1,0.6828
ia_33,80b9d804-dfe9-444f-aee1-30688b5c4e09.wav,ia,87.52,180,180,0,0,59.36,0.0,0.0,0.6782,1,False,Agente,24,0.896,False,False,0,0,2,neutro_formal,0,"La transcripción solo registra al agente hablando; no hay respuesta del cliente ni confirmación de identidad (Right Party Contact). El agente ofrece un descuento (aunque del 0%) y la opción de pago en 2 cuotas, pero no se logra ningún compromiso de pago (PTP) por falta de interacción con el titular.",1.0,,87.52,0.6782
ia_34,8349b881-cc05-44b6-a5d6-a340bc7e3499.wav,ia,90.7,171,86,85,0,27.79,27.04,0.0,0.3064,2,False,"Agente, Cliente",21,0.9531,False,False,0,0,0,confrontativo,0,"La llamada no fue con el titular (RPC falso) ya que respondió la hija. No se logró compromiso de pago. El agente (hija) mostró un tono confrontativo e impaciente ('Ay, por dios', '¿en qué idioma le hablo?') al negarse a facilitar información o hablar con la titular, mientras el agente de cobranza (cliente en la transcripción) mantuvo un tono neutro/formal.",1.0,,90.7,0.3064
ia_35,8d9dfa93-e293-4924-92ce-2b166805d181.wav,ia,272.22,575,457,118,0,142.66,38.04,0.0,0.524,2,False,"Agente, Cliente",64,0.9398,True,True,1,1,2,neutro_formal,0,"Se confirma contacto con el titular (Sr. Rodríguez). El cliente expresa una objeción logística sobre la fecha de pago (recibe salario el día 5), la cual el agente resuelve ajustando la primera cuota al 5 de agosto. Se ofrecen dos alternativas: descuento del 3% y pago en 15 cuotas. El cliente acepta formalmente el acuerdo.",1.0,1.0,272.22,0.524
ia_36,8eeab89a-aca1-4182-98cd-787defaa3876.wav,ia,88.0,164,41,123,0,14.4,40.14,0.0,0.1636,2,False,"Agente, Cliente",23,0.9346,False,False,0,0,0,neutro_formal,0,"La llamada no fue con el titular de la deuda (RPC falso) ya que el agente confirma que la persona no se encuentra y menciona que habla con la hermana. No se logró ningún compromiso de pago (PTP) ni se gestionaron objeciones, dado que no hubo contacto con el deudor.",1.0,,88.0,0.1636
ia_37,925483e1-0626-4e64-89e7-fdd8091916ce.wav,ia,533.7,1337,724,612,1,221.21,170.92,0.56,0.4145,3,True,"Agente, Cliente, Otro",108,0.9222,True,True,2,1,2,neutro_formal,2,"Se confirma contacto con el titular (Mauricio). El cliente expresa objeciones por la mala experiencia con el producto original y por la inmediatez de la fecha de pago. El agente ofrece dos alternativas (pago único o 2 cuotas) y un descuento. Aunque el cliente solicita ajustar la fecha, finalmente acepta el acuerdo de 2 cuotas con la fecha impuesta por el sistema, logrando un PTP. El tono del agente es protocolario y directo, sin empatía profunda ni rigidez excesiva.",0.3333,0.5,533.7,0.4145
ia_38,9cf48045-df44-4648-b6ad-870d3c145615.wav,ia,255.54,595,171,424,0,61.83,130.29,0.0,0.2419,2,False,"Agente, Cliente",60,0.9261,True,False,1,0,2,rigido_robotico,2,"Se confirma contacto con la titular (Señora Carvajal). El agente (IA) ofrece descuento y cuotas, pero la cliente rechaza el acuerdo por desconfianza hacia la identidad del interlocutor (sospecha de robot/tercero) y prefiere llamar directamente a la entidad. No se logra compromiso de pago (PTP). El tono del agente es repetitivo y no se adapta a la queja de la cliente sobre la naturalidad de la voz.",0.3333,0.0,255.54,0.2419
ia_39,a64feaf9-108a-491e-90f8-013a7c3b2e3d.wav,ia,485.0,1108,654,443,11,208.28,136.18,5.36,0.4294,3,True,"Agente, Cliente, Otro",97,0.958,True,True,3,3,2,empatico_profesional,2,"Se confirma contacto con el titular (Señor Rincón). El cliente expresa objeciones por falta de liquidez y desconfianza por aumentos previos, las cuales son resueltas ofreciendo un acuerdo de largo plazo con cuota fija de 400.000 COP. Se logra un compromiso de pago (PTP) con fecha de primera cuota el 31 de julio de 2026. El agente muestra empatía y ofrece flexibilidad (descuento inicial y luego plan a largo plazo).",0.3333,1.0,485.0,0.4294
ia_40,b056678f-9281-47ab-819d-616ba1c7904a.wav,ia,99.86,138,73,0,65,22.89,0.0,25.78,0.2293,2,True,"Agente, Otro",12,0.9639,False,False,0,0,0,neutro_formal,0,"La llamada se dirigió a una contestadora automática (buzón de voz) que no permitió el contacto con el titular deudor, por lo que no se logró RPC ni PTP.",1.0,,99.86,0.2293
ia_41,b1584952-7de1-4cc6-a83a-9fffa0f747cb.wav,ia,104.52,222,222,0,0,71.22,0.0,0.0,0.6814,1,False,Agente,25,0.9719,False,False,0,0,2,neutro_formal,0,"La transcripción solo registra al agente (Hablante 0) y no contiene ninguna intervención del cliente. Aunque el agente menciona confirmaciones ('Sí, señor'), no hay evidencia de voz del deudor para validar el contacto (RPC) ni un compromiso de pago (PTP). Se identifican 2 alternativas ofrecidas: pago único y pago en cuotas.",1.0,,104.52,0.6814
ia_42,b97bdab1-7884-48dd-8acd-0d8b7b513c67.wav,ia,114.26,213,127,86,0,40.66,28.15,0.0,0.3558,2,False,"Agente, Cliente",29,0.8786,False,False,0,0,0,neutro_formal,0,"El cliente confirma explícitamente que no es el titular de la deuda ('no soy el'), indicando que el número es suyo pero la deuda no le corresponde. Por lo tanto, no se logra contacto con la parte correcta (RPC) ni se genera ningún compromiso de pago.",1.0,,114.26,0.3558
ia_43,bdc7c768-e08e-4ce8-9e8e-ebb3618d311f.wav,ia,263.72,545,412,133,0,118.04,44.81,0.0,0.4476,2,False,"Agente, Cliente",58,0.9587,True,True,1,1,1,empatico_profesional,1,"Se confirma al titular (Sr. Barón). El cliente expresa una objeción por falta de liquidez, la cual es resuelta al aceptar el acuerdo de pago único con descuento. El agente ofrece una alternativa de descuento del 5%. El cliente solicita aclaración sobre la fecha límite (confusión entre el 26 y el 31), lo que cuenta como una petición de aclaración. Se logra un PTP para el 31 de julio.",0.5,1.0,263.72,0.4476
ia_44,c1a958de-6df6-488a-8342-3cc44f4e31c6.wav,ia,166.04,331,254,77,0,79.76,24.8,0.0,0.4804,2,False,"Agente, Cliente",38,0.9523,True,False,2,0,2,neutro_formal,1,"Se confirma contacto con el titular (is_rpc). El cliente rechaza la oferta inicial y manifiesta falta de liquidez (2 objeciones: 'no tengo dinero' y 'no me alcanza' ante la propuesta de cuotas). El agente ofrece descuento (0%) y pago en cuotas (2 alternativas), pero el cliente no se compromete a pagar (ptp_logrado=false). El tono es protocolario y directo.",0.5,0.0,166.04,0.4804
ia_45,c3d816dd-e0cc-46ef-b2db-a7d31a0bd587.wav,ia,68.08,68,68,0,0,26.04,0.0,0.0,0.3826,1,False,Agente,16,0.9386,False,False,0,0,0,neutro_formal,0,"La llamada no constituye un Right Party Contact (RPC) válido. El agente se dirige a 'señora Álvarez' pero la persona que responde indica 'No soy el señor', confirmando que no es el titular de la deuda. No se logra ningún compromiso de pago (PTP) ni se gestionan objeciones, ya que no hubo interacción sustantiva con el deudor.",1.0,,68.08,0.3826
ia_46,c8b57e01-57b6-4d85-9613-c786aef9f8a0.wav,ia,313.66,640,556,84,0,185.82,38.71,0.0,0.5924,2,False,"Agente, Cliente",70,0.9531,True,True,1,1,2,empatico_profesional,1,"Se confirma contacto con la titular (is_rpc). El cliente expresa una objeción por crisis económica (no puede pagar en julio), la cual es resuelta ofreciendo un acuerdo de largo plazo sin descuento (alternativa 2, tras la oferta inicial de descuento y cuotas). El cliente acepta formalmente pagar 2.500.000 COP mensuales (ptp_logrado). El agente muestra empatía ante la situación del cliente y adapta la propuesta. Se registra una petición de aclaración inicial sobre la naturaleza del descuento.",0.5,1.0,313.66,0.5924
ia_47,da02116f-5f55-4cc7-a800-373f4939fa01.wav,ia,461.22,756,236,520,0,85.04,169.78,0.0,0.1844,2,False,"Agente, Cliente",117,0.9449,True,True,1,1,2,neutro_formal,3,"Se confirma contacto con el titular (is_rpc). El cliente acepta un acuerdo de pago en 2 cuotas (ptp_logrado). Se registra una objeción inicial sobre la confusión de la deuda total vs. individual, la cual fue resuelta por el agente aclarando que la oferta es por una sola obligación. Se ofrecieron dos alternativas de pago (único o cuotas). El tono es protocolario y directo. Se identifican 3 peticiones de aclaración por parte del cliente ('¿Perdón? ¿Qué es eso?', '¿Cómo es? ¿Cómo es el tuyo?').",0.25,1.0,461.22,0.1844
ia_48,edbc4154-c6ce-4a77-b899-caf949e1815a.wav,ia,107.4,95,95,0,0,31.28,0.0,0.0,0.2912,1,False,Agente,12,0.9631,False,False,0,0,0,neutro_formal,0,"No se logró confirmar la identidad del titular (Señor López) debido a la falta de respuesta del cliente durante toda la llamada, por lo que se clasificó como no RPC y no se generó ningún compromiso de pago.",1.0,,107.4,0.2912
ia_49,f55b661d-8a1b-4528-976e-d7b2f565b2ea.wav,ia,486.06,1299,650,642,7,206.5,187.27,2.32,0.4248,3,True,"Agente, Cliente, Otro",93,0.9313,True,True,2,2,2,empatico_profesional,0,"Se confirma contacto con el titular (Señor Pino). El cliente expresa objeciones por falta de liquidez inmediata y la imposibilidad de asumir cuotas altas. El agente ofrece inicialmente un descuento con 2 cuotas y, ante la negativa, ofrece un acuerdo de largo plazo sin descuento pero con cuota a elección del cliente. Se logra un PTP de 250.000 COP mensuales con primera cuota el 31 de julio. El tono es empático y profesional, validando la situación del cliente.",1.0,1.0,486.06,0.4248
ia_50,fc9da4d5-10dd-4aab-afb0-de918f081149.wav,ia,85.22,124,124,0,0,38.24,0.0,0.0,0.4487,1,False,Agente,21,0.8891,False,False,0,0,0,neutro_formal,0,"La llamada no logró contactar al titular de la deuda (RPC falso). El interlocutor, identificado como un tercero o familiar, confirmó que no era la persona buscada y no proporcionó información adicional. No se generaron objeciones, acuerdos de pago ni se ofrecieron alternativas de negociación.",1.0,,85.22,0.4487
